Função;Categoria;Subcategoria;Descrição da subcategoria;Nivel de Maturidade Atual;Pontuação Atual;Cenário Atual;Evidência/Fonte;Gaps;Recomendações
PROTEGER (PR);Segurança de Plataforma (PR.PS);PR. PS-06;"Práticas seguras de desenvolvimento de software são integradas, e seu desempenho é monitorado ao longo de todo o ciclo de vida do desenvolvimento de software

Exemplo 1: Proteger todos os componentes do software desenvolvido pela organização contra adulteração e acesso não autorizado
Exemplo 2: Proteger todo o software produzido pela organização, com vulnerabilidades mínimas em suas versões
Exemplo 3: Manter o software usado em ambientes de produção e descartar o software com segurança assim que ele não for mais necessário";Nível 2: Informado sobre Riscos;2.0;A organização tem políticas e processos estabelecidos para desenvolvimento de software seguro, mas não há evidência de que essas práticas sejam formalmente aprovadas ou expressas como política.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo é proteger todos os componentes do software desenvolvido pela organização contra adulteração e acesso não autorizado, mas não há detalhes sobre como isso será feito.;Elaborar política formal para gestão de riscos em cibersegurança;Implementar MFA (Multi-Factor Authentication) para proteger o acesso ao software desenvolvido pela organização
PROTEGER (PR);Resiliência da Infraestrutura Tecnológica (PR. IR);PR. IR-01;"Redes e ambientes são protegidos contra acesso e uso lógico não autorizado

Exemplo 1: Segmentar logicamente redes organizacionais e plataformas baseadas em nuvem de acordo com limites de confiança e tipos de plataforma (por exemplo, TI, IoT, OT, mobile, convidados), e permitir comunicações necessárias apenas entre segmentos
Exemplo 2: Segmentar logicamente redes organizacionais a partir de redes externas e permitir que apenas comunicações necessárias entrem nas redes da organização a partir das redes externas
Exemplo 3: Implementar arquiteturas zero trust para restringir o acesso à rede a cada recurso ao mínimo necessário
Exemplo 4: Verifique a saúde cibernética dos endpoints antes de permitir que eles acessem e usem recursos de produção";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de risco, continuidade de negócios e auditoria e conformidade. No entanto, não há evidências claras de que as práticas de gestão de riscos sejam formalmente aprovadas e expressas como política.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] CONTEÚDO: CGTI, a fim de receber, analisar e responder às notificações e atividades relacionadas aos incidentes de segurança em redes computacionais no órgão.;Elaborar política formal para gestão de riscos;Implementar MFA (Multi-Factor Authentication) para reforçar a autenticação dos usuários
PROTEGER (PR);Resiliência da Infraestrutura Tecnológica (PR. IR);PR. IR-02;"Os ativos tecnológicos da organização estão protegidos contra ameaças ambientais

Exemplo 1: Proteger equipamentos organizacionais contra ameaças ambientais conhecidas, como enchentes, incêndios, vento e calor e umidade excessivos
Exemplo 2: Incluir proteção contra ameaças ambientais e disposições para infraestrutura operacional adequada nos requisitos para provedores de serviços que operam sistemas em nome da organização";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação que aborda a proteção contra ameaças ambientais, mas não há evidência de que essa política seja formalmente aprovada e expressa como política.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos para a segurança da informação, incluindo a proteção contra ameaças ambientais, mas não há detalhes sobre como essa proteção será implementada.;A falta de um processo formal para implementar a proteção contra ameaças ambientais é um gap importante que precisa ser preenchido.;Elaborar política formal e processos para implementar a proteção contra ameaças ambientais.
PROTEGER (PR);Resiliência da Infraestrutura Tecnológica (PR. IR);PR. IR-03;"Mecanismos são implementados para alcançar os requisitos de resiliência em situações normais e adversas

Exemplo 1: Evitar pontos únicos de falha em sistemas e infraestrutura
Exemplo 2: Use balanceamento de carga para aumentar a capacidade e melhorar a confiabilidade
Exemplo 3: Utilizar componentes de alta disponibilidade, como armazenamento redundante e fontes de alimentação, para melhorar a confiabilidade do sistema";Nível 2: Informado sobre Riscos;2.0;A organização tem mecanismos implementados para alcançar os requisitos de resiliência em situações normais e adversas, como evitar pontos únicos de falha em sistemas e infraestrutura, usar balanceamento de carga para aumentar a capacidade e melhorar a confiabilidade, e utilizar componentes de alta disponibilidade.;"[FONTE: Política de Segurança da Informação e Comunicações.pdf] CONTEÚDO: objetivos estabelecidos na política; Disponibilidade: propriedade de que a informação esteja acessível e utilizável sob demanda por uma pessoa física ou determinado sistema, órgão ou entidade;";A gestão de riscos em cibersegurança não é formalmente aprovada e expressa como política.;Elaborar política formal para gerenciar riscos em cibersegurança.
PROTEGER (PR);Resiliência da Infraestrutura Tecnológica (PR. IR);PR. IR-04;"Capacidade adequada de recursos para garantir a disponibilidade

Exemplo 1: Monitorar o uso de armazenamento, energia, computação, largura de banda de rede e outros recursos
Exemplo 2: Prever necessidades futuras e escalar os recursos de acordo";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança que aborda a disponibilidade, mas não há evidência de que os recursos sejam adequados para garantir essa disponibilidade.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos para a segurança da informação, incluindo a disponibilidade, mas não há detalhes sobre como os recursos serão gerenciados para atingir esses objetivos.;É necessário elaborar um plano de recursos para garantir a disponibilidade e escalar os recursos futuramente.;Elaborar um plano de recursos para garantir a disponibilidade e escalar os recursos futuramente.
DETECTAR (DE);Monitoramento Contínuo (DE. CM);DE. CM-01;"Redes e serviços de rede são monitorados para identificar possíveis eventos adversos

Exemplo 1: Monitorar DNS, BGP e outros serviços de rede para eventos adversos
Exemplo2: Monitorar redes cabeadas e sem fio para conexões de endpoints não autorizados
Exemplo 3: Monitorar instalações para redes sem fio não autorizadas ou maloneiras
Exemplo 4: Compare os fluxos reais da rede com as linhas de base para detectar desvios
Exemplo 5: Monitorar as comunicações de rede para identificar mudanças nas posturas de segurança para fins de zero trust";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que estabelece objetivos para a gestão de risco e continuidade. Além disso, há um grupo de pessoas responsáveis por receber, analisar e responder a notificações e atividades relacionadas a incidentes de segurança em redes computacionais.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo estabelecido na política é a gestão de risco e continuidade, e há um grupo de pessoas responsáveis por receber, analisar e responder a notificações e atividades relacionadas a incidentes de segurança em redes computacionais.;A falta de uma abordagem formal para gerenciar riscos de cibersegurança e não há evidência de que os executivos estejam monitorando os riscos de cibersegurança no mesmo contexto que os riscos financeiros e outros riscos organizacionais.;Elaborar política formal para gerenciar riscos de cibersegurança e implementar MFA (Multi-Factor Authentication) para melhorar a segurança da informação.
DETECTAR (DE);Monitoramento Contínuo (DE. CM);DE. CM-02;"O ambiente físico é monitorado para identificar eventos adversos potenciais

Exemplo 1: Monitorar logs de sistemas físicos de controle de acesso (por exemplo, leitores de crachá) para encontrar padrões de acesso incomuns (por exemplo, desvios da norma) e tentativas de acesso fracassadas
Exemplo 2: Revise e monitore registros físicos de acesso (por exemplo, do registro de visitantes, folhas de assinatura)
Exemplo 3: Monitorar os controles físicos de acesso (por exemplo, fechaduras, travas, pinos de dobradiça, alarmes) em busca de sinais de adulteração
Exemplo 4: Monitorar o ambiente físico usando sistemas de alarme, câmeras e seguranças";Nível 2: Informado sobre Riscos;2.0;O ambiente físico é monitorado para identificar eventos adversos potenciais, como monitorar logs de sistemas físicos de controle de acesso e revisar registros físicos de acesso.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo estabelecido na política é a disponibilidade da informação, que é propriedade de que a informação esteja acessível e utilizável sob demanda por uma pessoa física ou determinado sistema, órgão ou entidade.;A gestão de riscos em cibersegurança não está formalmente estabelecida como política organizacional.;Elaborar política formal para gerenciar riscos de cibersegurança e implementar processos de monitoramento e resposta a incidentes.
DETECTAR (DE);Monitoramento Contínuo (DE. CM);DE. CM-03;"A atividade do pessoal e o uso da tecnologia são monitorados para identificar eventos adversos potenciais

Exemplo 1: Usar software de análise de comportamento para detectar atividades anômalas dos usuários e mitigar ameaças internas
Exemplo 2: Monitorar logs de sistemas lógicos de controle de acesso para encontrar padrões de acesso incomuns e tentativas de acesso fracassadas
Exemplo 3: Monitorar continuamente tecnologia de engano, incluindo contas de usuário, para qualquer uso";Nível 2: Informado sobre Riscos;2.0;A atividade do pessoal e o uso da tecnologia são monitorados para identificar eventos adversos potenciais, como detectar atividades anômalas dos usuários e mitigar ameaças internas.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O uso da tecnologia é monitorado para identificar eventos adversos potenciais, como detectar atividades anômalas dos usuários e mitigar ameaças internas.;A gestão de riscos de segurança da informação não está formalmente estabelecida, mas há um esforço para identificar e implementar medidas de proteção necessárias.;Elaborar política formal de gestão de risco de segurança da informação.
DETECTAR (DE);Monitoramento Contínuo (DE. CM);DE. CM-06;"As atividades e serviços dos provedores externos são monitoradas para identificar possíveis eventos adversos

Exemplo 1: Monitorar as atividades de administração e manutenção remotas e presenciais que provedores externos realizam nos sistemas organizacionais
Exemplo 2: Monitorar a atividade de serviços baseados em nuvem, provedores de internet e outros provedores de serviços para detectar desvios do comportamento esperado";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de risco, continuidade e auditoria. No entanto, não há evidências específicas de monitoramento das atividades e serviços dos provedores externos.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece a gestão de risco e continuidade em segurança da informação, mas não menciona explicitamente o monitoramento das atividades e serviços dos provedores externos.;Elaborar procedimentos formais para monitorar as atividades e serviços dos provedores externos;Implementar um processo de monitoramento regular das atividades e serviços dos provedores externos, incluindo a análise de logs e relatórios de segurança
DETECTAR (DE);Monitoramento Contínuo (DE. CM);DE. CM-09;"Hardware e software de computação, ambientes de execução e seus dados são monitorados para identificar eventos adversos potenciais

Exemplo 1: Monitorar e-mails, web, compartilhamento de arquivos, serviços de colaboração e outros vetores de ataque comuns para detectar malware, phishing, vazamentos de dados e exfiltração, além de outros eventos adversos
Exemplo 2: Monitorar tentativas de autenticação para identificar ataques contra credenciais e reutilização não autorizada de credenciais
Exemplo 3: Monitorar configurações de software para detectar desvios em relação às linhas de base de segurança
Exemplo 4: Monitorar hardware e software para sinais de adulteração
Exemplo 5: Utilizar tecnologias com presença nos endpoints para detectar problemas de saúde cibernética (por exemplo, patches ausentes, infecções por malware, software não autorizado) e redirecionar os endpoints para um ambiente de remediação antes que o acesso seja autorizado";Nível 2: Informado sobre Riscos;2.0;O controle DE. CM-09 monitora hardware e software de computação, ambientes de execução e seus dados para identificar eventos adversos potenciais.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo estabelecido na política é a disponibilidade da informação, que é definida como a propriedade de que a informação esteja acessível e utilizável sob demanda por uma pessoa física ou determinado sistema, órgão ou entidade.;A gestão de risco e continuidade em segurança da informação não está formalmente estabelecida como política organizacional.;Elaborar política formal para a gestão de risco e continuidade em segurança da informação.
DETECTAR (DE);Análise de Eventos Adversos (DE. AE);DE. AE-02;"Eventos potencialmente adversos são analisados para compreender melhor as atividades associadas

Exemplo 1: Utilizar informações de segurança e gerenciamento de eventos (SIEM) ou outras ferramentas para monitorar continuamente os eventos em busca de atividades maliciosas e suspeitas conhecidas
Exemplo 2: Utilizar inteligência de ameaças cibernéticas atualizadas em ferramentas de análise de logs para melhorar a precisão da detecção e caracterizar atores ameaçadores, seus métodos e indicadores de comprometimento
Exemplo 3: Realizar regularmente revisões manuais de eventos de log para tecnologias que não podem ser suficientemente monitoradas por automação
Exemplo 4: Usar ferramentas de análise de logs para gerar relatórios sobre suas descobertas";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação que aborda a gestão de risco e continuidade, além de controles de acesso. No entanto, não há evidências claras de que os eventos potencialmente adversos sejam analisados para compreender melhor as atividades associadas.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos, como a disponibilidade e a gestão de risco, mas não há menção específica à análise de eventos potencialmente adversos.;Elaborar políticas formais para a análise de eventos potencialmente adversos e implementar ferramentas de monitoramento contínuo;Implementar SIEM ou outras ferramentas para monitorar continuamente os eventos em busca de atividades maliciosas e suspeitas conhecidas
DETECTAR (DE);Análise de Eventos Adversos (DE. AE);DE. AE-03;"As informações são correlacionadas de múltiplas fontes

Exemplo 1: Transferir constantemente dados de log gerados por outras fontes para um número relativamente pequeno de servidores de log
Exemplo 2: Usar tecnologia de correlação de eventos (por exemplo, SIEM) para coletar informações capturadas por múltiplas fontes
Exemplo 3: Utilizar inteligência de ameaças cibernéticas para ajudar a correlacionar eventos entre fontes de log";Nível 2: Informado sobre Riscos;2.0;A organização tem políticas e processos estabelecidos para gerenciar riscos de cibersegurança, incluindo a gestão de continuidade e auditoria. No entanto, não há evidência clara de que essas práticas sejam formalmente aprovadas e expressas como política.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo estabelecido na política é a disponibilidade da informação, e há um grupo responsável por receber, analisar e responder a notificações e atividades relacionadas a incidentes de segurança em computadores.;A falta de evidência clara sobre a formalização das práticas de gestão de riscos e a ausência de uma abordagem organizacional para gerenciar riscos de cibersegurança;Elaborar política formal para gerenciar riscos de cibersegurança e estabelecer processos claros para a gestão de continuidade e auditoria
DETECTAR (DE);Análise de Eventos Adversos (DE. AE);DE. AE-04;"O impacto estimado e o alcance dos eventos adversos são compreendidos

Exemplo 1: Usar SIEMs ou outras ferramentas para estimar impacto e escopo, e revisar e refinar as estimativas
Exemplo 2: Uma pessoa cria suas próprias estimativas de impacto e escopo";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação que aborda a gestão de risco e continuidade, mas não há evidência clara do impacto estimado e alcance dos eventos adversos.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos para a gestão de risco e continuidade, mas não há informações específicas sobre como o impacto estimado e alcance dos eventos adversos são compreendidos.;É necessário desenvolver uma abordagem formal para estimar o impacto e alcance dos eventos adversos e revisar a política de segurança da informação para incluir essa abordagem.;Elaborar um processo para estimar o impacto e alcance dos eventos adversos e revisar a política de segurança da informação para incluir essa abordagem.
DETECTAR (DE);Análise de Eventos Adversos (DE. AE);DE. AE-06;"Informações sobre eventos adversos são fornecidas a funcionários autorizados e ferramentas

Exemplo 1: Usar softwares de cibersegurança para gerar alertas e fornecê-los ao centro de operações de segurança (SOC), aos respondentes de incidentes e às ferramentas de resposta a incidentes
Exemplo 2: Intervenientes de incidentes e outros profissionais autorizados podem acessar os resultados da análise de logs a qualquer momento
Exemplo 3: Criar e atribuir automaticamente tickets no sistema de tickets da organização quando certos tipos de alertas ocorrem
Exemplo 4: Criar e atribuir manualmente tickets no sistema de tickets da organização quando a equipe técnica detectar sinais de comprometimento";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que estabelece objetivos, critérios para a gestão de risco e continuidade de negócios. Além disso, há um grupo de pessoas responsáveis por receber, analisar e responder a notificações e atividades relacionadas a incidentes de segurança em redes computacionais.;"[FONTE: Política de Segurança da Informação e Comunicações.pdf] - Objetivos estabelecidos na política; Disponibilidade: propriedade de que a informação esteja acessível e utilizável sob demanda por uma pessoa física ou determinado sistema, órgão ou entidade;";A falta de um orçamento organizacional baseado na compreensão do ambiente de risco atual e previsto e da tolerância ao risco.;Elaborar política formal para a gestão de riscos e continuidade de negócios.
DETECTAR (DE);Análise de Eventos Adversos (DE. AE);DE. AE-07;"Inteligência sobre ameaças cibernéticas e outras informações contextuais são integradas à análise

Exemplo 1: Fornecer de forma segura feeds de inteligência de ameaças cibernéticas para tecnologias de detecção, processos e pessoal
Exemplo 2: Fornecer de forma segura informações desde inventários de ativos até tecnologias de detecção, processos e pessoal
Exemplo 3: Adquirir e analisar rapidamente divulgações de vulnerabilidades para as tecnologias da organização de fornecedores, fornecedores e avisos de segurança terceirizados";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de risco, continuidade de negócios e auditoria e conformidade. Além disso, há normas complementares que tratam de temas como credenciamento de usuários, acesso remoto e uso de dispositivos móveis.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos para a gestão de risco e continuidade de negócios em segurança da informação.;A falta de uma abordagem mais formalizada e integrada para a gestão de riscos e continuidade de negócios em segurança da informação;Elaborar política formal para a gestão de riscos e continuidade de negócios em segurança da informação
DETECTAR (DE);Análise de Eventos Adversos (DE. AE);DE. AE-08;"Os incidentes são declarados quando eventos adversos atendem aos critérios definidos de incidente

Exemplo 1: Aplicar critérios de incidente a características conhecidas e assumidas de atividade para determinar se um incidente deve ser declarado
Exemplo 2: Leve em conta falsos positivos conhecidos ao aplicar critérios de incidente";Nível 2: Informado sobre Riscos;2.0;A política de segurança da informação e comunicações estabelece critérios para declaração de incidentes, incluindo a aplicação de características conhecidas e assumidas de atividade.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O conteúdo estabelece objetivos para a gestão de riscos e continuidade de negócios em segurança da informação.;A política não define formalmente como os incidentes serão declarados ou como as equipes de tratamento e resposta a incidentes em redes computacionais serão treinadas.;Elaborar política formal para declaração de incidentes e treinar as equipes de tratamento e resposta a incidentes em redes computacionais.
RESPONDER (RS);Gerenciamento de Incidentes (RS. MA);RS. MA-01;"O plano de resposta a incidentes é executado em coordenação com terceiros relevantes assim que um incidente é declarado

Exemplo 1: Tecnologias de detecção reportam automaticamente incidentes confirmados
Exemplo 2: Solicitar assistência em resposta a incidentes ao terceirizador de resposta a incidentes da organização
Exemplo 3: Designe um líder de incidente para cada incidente
Exemplo 4: Iniciar a execução de planos adicionais de cibersegurança conforme necessário para apoiar a resposta a incidentes (por exemplo, continuidade do negócio e recuperação de desastres)";Nível 2: Informado sobre Riscos;2.0;O plano de resposta a incidentes é executado em coordenação com terceiros relevantes assim que um incidente é declarado.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O plano de resposta a incidentes é executado em coordenação com terceiros relevantes assim que um incidente é declarado.;A gestão de riscos em cibersegurança não está formalmente estabelecida como política organizacional.;Elaborar política formal para a gestão de riscos em cibersegurança.
RESPONDER (RS);Gerenciamento de Incidentes (RS. MA);RS. MA-02;"Relatórios de incidentes são triados e validados

Exemplo 1: Revisar preliminarmente os relatórios de incidentes para confirmar que são relacionados à cibersegurança e exigem atividades de resposta a incidentes
Exemplo 2: Aplicar critérios para estimar a gravidade de um incidente";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação que estabelece objetivos e critérios para a gestão de riscos. No entanto, não há evidência clara de que os relatórios de incidentes sejam triados e validados regularmente.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece a gestão de riscos como uma das suas principais diretrizes.;A falta de evidência sobre a triagem e validação regular dos relatórios de incidentes é um gap importante para o nível 3: Repetível. É necessário implementar um processo formalizado para a análise e resposta a incidentes.;Elaborar política formal para a triagem e validação dos relatórios de incidentes, estabelecendo critérios claros para a priorização e resposta a incidentes.
RESPONDER (RS);Gerenciamento de Incidentes (RS. MA);RS. MA-03;"Os incidentes são categorizados e priorizados

Exemplo 1: Revisar e categorizar incidentes com base no tipo de incidente (por exemplo, vazamento de dados, ransomware, DDoS, comprometimento de conta)
Exemplo 2: Priorizar incidentes com base em seu escopo, impacto provável e natureza crítica em tempo
Exemplo 3: Selecione estratégias de resposta a incidentes ativos equilibrando a necessidade de se recuperar rapidamente de um incidente com a necessidade de observar o atacante ou conduzir uma investigação mais aprofundada";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação que aborda a gestão de riscos e incidentes. No entanto, não há evidência clara de que os incidentes sejam categorizados e priorizados de forma formal.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos para a gestão de riscos e incidentes, mas não especifica como os incidentes devem ser categorizados e priorizados.;A organização precisa formalizar o processo de categorização e priorização dos incidentes para melhorar sua capacidade de resposta e mitigação de riscos.;Elaborar política formal para a categorização e priorização dos incidentes.
RESPONDER (RS);Gerenciamento de Incidentes (RS. MA);RS. MA-04;"Os incidentes são escalados ou elevados conforme necessário

Exemplo 1: Rastrear e validar o status de todos os incidentes em andamento
Exemplo 2: Coordenar a escalada ou elevação de incidentes com partes interessadas internas e externas designadas";Nível 2: Informado sobre Riscos;2.0;A política de segurança da informação e comunicações estabelece objetivos para a gestão de riscos, incluindo a identificação e implementação de medidas de proteção para mitigar ou eliminar os riscos.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo estabelecido na política é a gestão de risco, que deve ser adotada pela área de Segurança da Informação da CGTI para identificar e implementar medidas de proteção.;A falta de um processo formalizado para escalada ou elevação de incidentes pode comprometer a eficácia da gestão de riscos. É recomendável estabelecer um processo claro e documentado para garantir que os incidentes sejam escalados ou elevados de forma adequada.;Elaborar um processo formalizado para escalada ou elevação de incidentes, incluindo a definição de responsáveis e procedimentos claros.
RESPONDER (RS);Gerenciamento de Incidentes (RS. MA);RS. MA-05;"São aplicados os critérios para iniciar a recuperação de incidentes

Exemplo 1: Aplicar critérios de recuperação de incidentes às características conhecidas e assumidas do incidente para determinar se processos de recuperação de incidentes devem ser iniciados
Exemplo 2: Leve em consideração a possível interrupção operacional das atividades de recuperação de incidentes";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação que aborda a gestão de riscos e incidentes. No entanto, não há um processo formalmente estabelecido para iniciar a recuperação de incidentes.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos para a gestão de riscos e incidentes, mas não especifica como iniciar a recuperação de incidentes.;Elaborar processo formal para iniciar a recuperação de incidentes;Implementar um processo de recuperação de incidentes que defina critérios claros para iniciar a recuperação e considere a possível interrupção operacional das atividades de recuperação.
RESPONDER (RS);Análise de Incidentes (RS. AN);RS. AN-03;"A análise é realizada para estabelecer o que ocorreu durante um incidente e a causa raiz do mesmo

Exemplo 1: Determinar a sequência de eventos que ocorreram durante o incidente e quais ativos e recursos estiveram envolvidos em cada evento
Exemplo 2: Tentar determinar quais vulnerabilidades, ameaças e atores ameaçadores estiveram direta ou indiretamente envolvidos no incidente
Exemplo 3: Analisar o incidente para encontrar as causas sistêmicas subjacentes
Exemplo 4: Verifique qualquer tecnologia de engano cibernético para obter informações adicionais sobre o comportamento dos atacantes";Nível 2: Informado sobre Riscos;2.0;A análise é realizada para estabelecer o que ocorreu durante um incidente e a causa raiz do mesmo, mas não há evidência de uma abordagem organizacional formal para gerenciar riscos de cibersegurança.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos para a gestão de risco e continuidade, mas não há evidência de que esses objetivos sejam formalmente aprovados ou expressos como política.;Elaborar política formal para gerenciar riscos de cibersegurança;Implementar processo de gestão de risco para identificar e implementar medidas de proteção necessárias para a mitigação ou eliminação dos riscos.
RESPONDER (RS);Análise de Incidentes (RS. AN);RS. AN-06;"As ações realizadas durante uma investigação são registradas, e a integridade e a proveniência dos registros são preservadas

Exemplo 1: Exigir que cada respondente a incidentes e outros (por exemplo, administradores de sistemas, engenheiros de cibersegurança) que realizam tarefas de resposta a incidentes registrem suas ações e tornem o registro imutável
Exemplo 2: Exigir que o responsável do incidente documente o incidente em detalhes e seja responsável por preservar a integridade da documentação e as fontes de todas as informações reportadas";Nível 2: Informado sobre Riscos;2.0;A política de segurança da informação e comunicações estabelece objetivos para a gestão de risco e continuidade, bem como regras para a auditoria e conformidade. No entanto, não há evidências claras sobre a implementação prática dessas políticas.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos para a gestão de risco e continuidade, bem como regras para a auditoria e conformidade.;É necessário demonstrar que as políticas estão sendo implementadas práticas e eficazes;Elaborar política formal para a gestão de incidentes e resposta a incidentes em redes computacionais
RESPONDER (RS);Análise de Incidentes (RS. AN);RS. AN-07;"Dados e metadados de incidentes são coletados, e sua integridade e proveniência são preservadas

Exemplo 1: Coletar, preservar e proteger a integridade de todos os dados e metadados pertinentes do incidente (por exemplo, fonte dos dados, data/hora de coleta) com base nos procedimentos de preservação de evidências e cadeia de custódia";Nível 2: Informado sobre Riscos;2.0;A política de segurança da informação e comunicações do Ministério da Saúde, FIOCRUZ, estabelece diretrizes para a gestão de riscos de segurança da informação. No entanto, não há evidência clara sobre como os dados e metadados de incidentes são coletados, preservados e protegidos.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece que a gestão de risco deve ser adotada para identificar e implementar medidas de proteção necessárias para mitigar ou eliminar os riscos.;É necessário estabelecer procedimentos formais para coletar, preservar e proteger a integridade dos dados e metadados de incidentes.;Elaborar política formal para gestão de dados e metadados de incidentes.
RESPONDER (RS);Análise de Incidentes (RS. AN);RS. AN-08;"A magnitude de um incidente é estimada e validada

Exemplo 1: Revise outros potenciais alvos do incidente para buscar indicadores de comprometimento e evidências de persistência
Exemplo 2: Rodar automaticamente ferramentas nos alvos para buscar indicadores de comprometimento e evidências de persistência";Nível 2: Informado sobre Riscos;2.0;A magnitude de um incidente é estimada e validada, com ações para buscar indicadores de comprometimento e evidências de persistência.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo estabelecido na política é a gestão de riscos de segurança da informação, segundo critérios a serem definidos pela área de Segurança da Informação da CGTI.;A falta de uma abordagem mais formal e expressa como política para gerenciar riscos de cibersegurança é um gap importante.;Elaborar política formal para gestão de riscos de cibersegurança, estabelecendo critérios claros para a identificação e implementação das medidas de proteção necessárias.
RESPONDER (RS);Relatórios e Comunicação de Resposta a Incidentes (RS.CO);RS. CO-02;"Partes interessadas internas e externas são notificadas sobre incidentes

Exemplo 1: Siga os procedimentos de notificação de violação da organização após descobrir um incidente de violação de dados, incluindo notificar clientes afetados
Exemplo 2: Notificar parceiros comerciais e clientes sobre incidentes de acordo com os requisitos contratuais.
Exemplo 3: Notificar agências de aplicação da lei e órgãos reguladores sobre incidentes com base nos critérios do plano de resposta a incidentes e na aprovação da gestão";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação que estabelece objetivos e responsabilidades para a gestão de riscos. No entanto, não há um processo formalizado para notificar partes interessadas internas e externas sobre incidentes.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo estabelecido na política é a gestão de riscos de segurança da informação, mas não há menção específica à notificação de partes interessadas sobre incidentes.;Elaborar um processo formalizado para notificar partes interessadas internas e externas sobre incidentes;Implementar um processo de notificação de incidentes que inclua a comunicação com as partes interessadas afetadas
RESPONDER (RS);Relatórios e Comunicação de Resposta a Incidentes (RS.CO);RS. CO-03;"As informações são compartilhadas com partes interessadas internas e externas designadas

Exemplo 1: Compartilhar informações de forma segura de acordo com planos de resposta e acordos de compartilhamento de informações
Exemplo 2: Compartilhar voluntariamente informações sobre os TTPs observados pelo atacante, com todos os dados sensíveis removidos, com um Centro de Compartilhamento e Análise de Informações (ISAC)
Exemplo 3: Notifique o RH quando ocorrer atividade maliciosa de insiders
Exemplo 4: Atualizar regularmente a alta liderança sobre o status dos incidentes graves
Exemplo 5: Siga as regras e protocolos definidos em contratos para compartilhamento de informações sobre incidentes entre a organização e seus fornecedores
Exemplo 6: Coordenar métodos de comunicação em crise entre a organização e seus fornecedores críticos";Nível 2: Informado sobre Riscos;2.0;A organização tem políticas e processos estabelecidos para compartilhar informações com partes interessadas internas e externas designadas.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo é estabelecer a gestão de riscos de segurança da informação, segundo critérios a serem definidos pela área de Segurança da Informação da CGTI.;A falta de um plano formal para compartilhamento de informações e a necessidade de melhorar a comunicação em crise entre a organização e seus fornecedores críticos.;Elaborar política formal para compartilhamento de informações e implementar mecanismos de comunicação eficazes em crise.
